Anon Student Id	Session Id	Time	Time Zone	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Default)	Problem Name	Problem View	Step Name	Attempt At Step	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	KC (Default)	KC Category (Default)	School	Class	CF(Study)	CF(Course)	CF(Section)	CF(Subsection)	CF(Unit)	CF(UserRuntimeId)	CF(StudentPastelId)	CF(VideoURL)	CF(VideoPosition)	CF(UnitId)	CF(Action)	CF(Result)	CF(Question)	CF(Choices)
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:42:46	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	motion-checkpoint-1	4	N/A	4	HINT				Reread the information in the 2nd paragraph under the heading, “Motion Defined”.	N/A	0	3	admin	N/A	motion	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Motion	Motion	42	None	N/A	N/A	09d66db2dd1b44cead0ab1c258af3aa9	textbox get hint	N/A	To review, motion is the change in the (1)__________ of an object over (2)_________ . <br/><br/> Answer for (1):	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:42:47	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	motion-checkpoint-1	4	N/A	4	HINT				When something is in motion it is no longer in the same location as it was before.  It must change it’s...	N/A	1	3	admin	N/A	motion	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Motion	Motion	42	None	N/A	N/A	09d66db2dd1b44cead0ab1c258af3aa9	textbox get hint	N/A	To review, motion is the change in the (1)__________ of an object over (2)_________ . <br/><br/> Answer for (1):	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:29	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Motion	Motion	42	None	N/A	N/A	09d66db2dd1b44cead0ab1c258af3aa9	menu link clicked	Acceleration	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:32	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	page loaded	N/A	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:32	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	unit filled	N/A	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:39	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	unit icon clicked	Graphing Constant Acceleration	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:44	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	menu link clicked	Speed	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:46	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	page loaded	N/A	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:46	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit filled	N/A	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:48:00	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	Constant Speed - Distance/Time Graph	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:48:04	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	What is speed?	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:48:08	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	Calculating Speed	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:48:13	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	Let's Practice!	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:52:23	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	Calculating Speed	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:54:04	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	What is speed?	N/A	N/A
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:54:10	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	Calculating Speed	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:01:08	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	page loaded	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:01:09	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	unit filled	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:01:10	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	unit icon clicked	What is speed?	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:01:19	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	unit icon clicked	Calculating Speed	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:01:28	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	unit icon clicked	Let's Practice!	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:01:31	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	unit icon clicked	Distance, Time, and Speed Triangle	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:01:34	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	unit icon clicked	Graphing Motion	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:04:52	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	menu link clicked	Velocity Defined	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:04:54	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Velocity Defined	What is Velocity	42	None	N/A	N/A	b1ea2d6748f7426ba2eafa2c77144b68	page loaded	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:04:54	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Velocity Defined	What is Velocity	42	None	N/A	N/A	b1ea2d6748f7426ba2eafa2c77144b68	unit filled	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:04:57	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Velocity Defined	What is Velocity	42	None	N/A	N/A	b1ea2d6748f7426ba2eafa2c77144b68	unit icon clicked	Velocity at Work	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:05:15	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Velocity Defined	What is Velocity	42	None	N/A	N/A	b1ea2d6748f7426ba2eafa2c77144b68	menu link clicked	Speed	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:05:17	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	page loaded	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:05:17	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit filled	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:05:21	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	Calculating Speed	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:05:24	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	Let's Practice!	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:05:42	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	menu link clicked	Velocity Defined	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:05:43	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Velocity Defined	Velocity at Work	42	None	N/A	N/A	daabe7d49c674fa68dc40d386685b593	page loaded	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:05:44	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Velocity Defined	Velocity at Work	42	None	N/A	N/A	daabe7d49c674fa68dc40d386685b593	unit filled	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:08:03	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Velocity Defined	What is Velocity	42	None	N/A	N/A	b1ea2d6748f7426ba2eafa2c77144b68	menu link clicked	Speed	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:08:05	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	page loaded	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:08:06	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	unit filled	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:08:57	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	menu link clicked	Acceleration	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:08:59	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	page loaded	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:08:59	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	unit filled	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:13:29	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	unit icon clicked	Graphing Constant Acceleration	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:14:25	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	Speed (Velocity)/Time Graph	1	N/A	1	CORRECT	userAnswer	value entered	constant speed	Review the Speed (Velocity)/Time Graph and descriptions	N/A	1	3	admin	N/A	measuring/graphing motion	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Acceleration	Graphing Constant Acceleration	42	None	N/A	N/A	d94a4553f9bc452daec1c995344b595a	textbox get answer	N/A	A horse has picked up speed while galloping in a pasture.  There is no friction and the horse now able to maintain his speed,  what segment of the graph represents the horse maintaining his speed? _______________	N/A
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 16:16:36	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	page loaded	N/A	N/A	N/A
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 16:16:36	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	unit filled	N/A	N/A	N/A
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 16:16:40	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	unit icon clicked	What is speed?	N/A	N/A
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 16:18:05	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	page forward clicked	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:19:31	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Velocity and Acceleration	Velocity Defined	Velocity at Work	42	None	N/A	N/A	daabe7d49c674fa68dc40d386685b593	menu link clicked	Speed	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:19:33	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	page loaded	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:19:33	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	unit filled	N/A	N/A	N/A
4e231d86ec9bdabeeaa135c591367ce2	42-b368bfe7-20180129153924	2018-02-13 16:19:41	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Home+CS901+2015_T1	Motion and Speed	Speed	Let's Practice!	42	None	N/A	N/A	c2712115c1ff4c899a9e505c1efac8c1	unit icon clicked	Calculating Speed	N/A	N/A
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 16:23:01	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	page forward clicked	N/A	N/A	N/A
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 16:23:55	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	page forward clicked	N/A	N/A	N/A
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 16:24:56	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	page forward clicked	N/A	N/A	N/A
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 16:24:59	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	page forward clicked	N/A	N/A	N/A
