Anon Student Id	Session Id	Time	Time Zone	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Default)	Problem Name	Problem View	Step Name	Attempt At Step	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	KC (Default)	KC Category (Default)	School	Class	CF(Study)	CF(Course)	CF(Section)	CF(Subsection)	CF(Unit)	CF(UserRuntimeId)	CF(StudentPastelId)	CF(VideoURL)	CF(VideoPosition)	CF(UnitId)	CF(Action)	CF(Result)	CF(Question)	CF(Choices)	CF(SeqNumber)
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:04	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Distance From a Point to a Line(0)	DIstance from a point to a line	Unit	42	None	N/A	N/A	6db5fee8ac4645669e93c1d782a12839	page loaded	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:04	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Distance From a Point to a Line(0)	DIstance from a point to a line	Unit	42	None	N/A	N/A	6db5fee8ac4645669e93c1d782a12839	unit filled	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:12	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Distance From a Point to a Line(0)	DIstance from a point to a line	Unit	42	None	N/A	N/A	6db5fee8ac4645669e93c1d782a12839	menu link clicked	Writing the Equation of a Line	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:13	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Writing the Equation of a Line	Writing the Equation of a Line	Unit	42	None	N/A	N/A	ed6d4aeb6c48451b9cce0054d751d6ae	page loaded	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:13	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Writing the Equation of a Line	Writing the Equation of a Line	Unit	42	None	N/A	N/A	ed6d4aeb6c48451b9cce0054d751d6ae	unit filled	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:17	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Writing the Equation of a Line	Writing the Equation of a Line	Unit	42	None	N/A	N/A	ed6d4aeb6c48451b9cce0054d751d6ae	page backward clicked	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:18	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Line	Find the slope of perpendicular lines	Unit	42	None	N/A	N/A	82193177fd0043559825ea94cd30d9cc	page loaded	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:18	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Line	Find the slope of perpendicular lines	Unit	42	None	N/A	N/A	82193177fd0043559825ea94cd30d9cc	unit filled	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:30	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Line	Find the slope of perpendicular lines	Unit	42	None	N/A	N/A	82193177fd0043559825ea94cd30d9cc	menu link clicked	Slope	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:31	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Line	Slope	Unit	42	None	N/A	N/A	49796cc5bbc34e4ea71693c4dbc0a83b	page loaded	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:31	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Line	Slope	Unit	42	None	N/A	N/A	49796cc5bbc34e4ea71693c4dbc0a83b	unit filled	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:51:35	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	slope3	1	N/A	1	CORRECT	mcqs_radio_1	button clicked	1	Try hard!	N/A	1	3	admin	N/A	determine the slope between two points	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Line	Slope	Unit	42	None	N/A	N/A	49796cc5bbc34e4ea71693c4dbc0a83b	multiple choice get answer	N/A	The slope of a horizontal line is:	 0| infinite or undefined| negative	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:55:40	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Line	Slope	Unit	42	None	N/A	N/A	49796cc5bbc34e4ea71693c4dbc0a83b	menu link clicked	Systems of Linear Equations (Infinite Solutions)	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:55:41	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Systems of Linear Equations(0)	systems of linear equations (infinite solutions)	Unit	42	None	N/A	N/A	09fa0e6be200474aa4260d12b1883cff	page loaded	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:55:41	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Systems of Linear Equations(0)	systems of linear equations (infinite solutions)	Unit	42	None	N/A	N/A	09fa0e6be200474aa4260d12b1883cff	unit filled	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:55:54	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	Systems7	0	N/A	0	HINT				Try hard!	N/A	0	3	admin	N/A	determine when two lines have infinite solutions	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Systems of Linear Equations(0)	systems of linear equations (infinite solutions)	Unit	42	None	N/A	N/A	09fa0e6be200474aa4260d12b1883cff	textbox get hint	N/A	The equation of a vertical line through the point (a,b) will have the equation ________.	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:55:54	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	Systems7	0	N/A	0	HINT				Think again!	N/A	1	3	admin	N/A	determine when two lines have infinite solutions	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Systems of Linear Equations(0)	systems of linear equations (infinite solutions)	Unit	42	None	N/A	N/A	09fa0e6be200474aa4260d12b1883cff	textbox get hint	N/A	The equation of a vertical line through the point (a,b) will have the equation ________.	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:55:55	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	Systems7	0	N/A	0	HINT				The last hint message is the answer for this question.	N/A	2	3	admin	N/A	determine when two lines have infinite solutions	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Systems of Linear Equations(0)	systems of linear equations (infinite solutions)	Unit	42	None	N/A	N/A	09fa0e6be200474aa4260d12b1883cff	textbox get hint	N/A	The equation of a vertical line through the point (a,b) will have the equation ________.	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 14:55:57	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	Systems7	0	N/A	0	HINT				Try hard!	N/A	0	3	admin	N/A	determine when two lines have infinite solutions	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Systems of Linear Equations(0)	systems of linear equations (infinite solutions)	Unit	42	None	N/A	N/A	09fa0e6be200474aa4260d12b1883cff	textbox get hint	N/A	The equation of a vertical line through the point (a,b) will have the equation ________.	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 14:59:54	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Motion	Motion	42	None	N/A	N/A	09d66db2dd1b44cead0ab1c258af3aa9	menu link clicked	Speed	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 14:59:55	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	42	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	page loaded	N/A	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 14:59:55	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	42	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	unit filled	N/A	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 14:59:58	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	42	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	unit icon clicked	Graphing Motion	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:00:03	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	measure/graph motion-q1	12	N/A	12	HINT				The horse began at zero and slowly increased its speed.	N/A	0	4	admin	N/A	measure/graph motion	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	textbox get hint	N/A	The ______________line represents the horse as it began its reining pattern.	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:00:04	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	measure/graph motion-q1	12	N/A	12	HINT				The horse can not have a steady speed when it first begins.	N/A	1	4	admin	N/A	measure/graph motion	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	textbox get hint	N/A	The ______________line represents the horse as it began its reining pattern.	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:00:05	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	measure/graph motion-q1	12	N/A	12	HINT				Green and red lines are showing a steady speed.	N/A	2	4	admin	N/A	measure/graph motion	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	textbox get hint	N/A	The ______________line represents the horse as it began its reining pattern.	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:00:08	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	measure/graph motion-q1	12	N/A	12	HINT				Enter “blue” because you can see the distance traveled at the beginning was covered over a longer period of time.  This meant the speed was increasing.	N/A	3	4	admin	N/A	measure/graph motion	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	textbox get hint	N/A	The ______________line represents the horse as it began its reining pattern.	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 15:07:28	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Systems of Linear Equations(0)	systems of linear equations (infinite solutions)	Unit	42	None	N/A	N/A	09fa0e6be200474aa4260d12b1883cff	menu link clicked	Distance From a Point to a Line	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 15:07:29	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Distance From a Point to a Line(0)	DIstance from a point to a line	Unit	42	None	N/A	N/A	6db5fee8ac4645669e93c1d782a12839	page loaded	N/A	N/A	N/A	Not has seq number yet
235360deccea84059749daa7acefcc72	42-b368bfe7-20180129153924	2018-02-13 15:07:29	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS202+2014_T1	Distance From a Point to a Line(0)	DIstance from a point to a line	Unit	42	None	N/A	N/A	6db5fee8ac4645669e93c1d782a12839	unit filled	N/A	N/A	N/A	Not has seq number yet
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 15:12:51	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	page forward clicked	N/A	N/A	N/A	Not has seq number yet
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 15:15:57	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	unit icon clicked	Let's Practice!	N/A	N/A	Not has seq number yet
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 15:16:02	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	unit icon clicked	Constant Speed - Distance/Time Graph	N/A	N/A	Not has seq number yet
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 15:20:49	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	unit icon clicked	Calculating Speed	N/A	N/A	Not has seq number yet
00f777f8b29b03c12494144842965ff4	23-c2fee486-20180117170422	2018-02-13 15:20:59	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Constant Speed - Distance/Time Graph	23	None	N/A	N/A	11574af4ef0c4f3e9dc793c063473128	unit icon clicked	Constant Speed - Distance/Time Graph	N/A	N/A	Not has seq number yet
c8ccb3c80227fdbdfe3b932383d7fa82	22-76bafb2a-20180212153755	2018-02-13 15:31:42	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Testing+CS309+2015_T1	Line	Slope	Unit	22	None	N/A	N/A	49796cc5bbc34e4ea71693c4dbc0a83b	page loaded	N/A	N/A	N/A	Not has seq number yet
c8ccb3c80227fdbdfe3b932383d7fa82	22-76bafb2a-20180212153755	2018-02-13 15:31:42	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:Testing+CS309+2015_T1	Line	Slope	Unit	22	None	N/A	N/A	49796cc5bbc34e4ea71693c4dbc0a83b	unit filled	N/A	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:42:35	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Velocity and Acceleration	Practice	Practice	42	None	N/A	N/A	b6c65db50cbe4cf5b9083d80af20a055	menu link clicked	Motion	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:42:38	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Motion	Motion	42	None	N/A	N/A	09d66db2dd1b44cead0ab1c258af3aa9	page loaded	N/A	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:42:38	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Motion	Motion	42	None	N/A	N/A	09d66db2dd1b44cead0ab1c258af3aa9	unit filled	N/A	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:42:46	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	motion-checkpoint-1	4	N/A	4	HINT				Reread the information in the 2nd paragraph under the heading, “Motion Defined”.	N/A	0	3	admin	N/A	motion	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Motion	Motion	42	None	N/A	N/A	09d66db2dd1b44cead0ab1c258af3aa9	textbox get hint	N/A	To review, motion is the change in the (1)__________ of an object over (2)_________ . <br/><br/> Answer for (1):	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:42:47	US/Central	HINT_REQUEST	N/A	HINT_MSG	N/A	N/A	motion-checkpoint-1	4	N/A	4	HINT				When something is in motion it is no longer in the same location as it was before.  It must change it’s...	N/A	1	3	admin	N/A	motion	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Motion	Motion	42	None	N/A	N/A	09d66db2dd1b44cead0ab1c258af3aa9	textbox get hint	N/A	To review, motion is the change in the (1)__________ of an object over (2)_________ . <br/><br/> Answer for (1):	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:29	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Motion	Motion	42	None	N/A	N/A	09d66db2dd1b44cead0ab1c258af3aa9	menu link clicked	Acceleration	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:32	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	page loaded	N/A	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:32	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	unit filled	N/A	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:39	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	unit icon clicked	Graphing Constant Acceleration	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:44	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Velocity and Acceleration	Acceleration	What is Acceleration?	42	None	N/A	N/A	b934a0ba8f8245698f4a2386c81f515d	menu link clicked	Speed	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:46	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	page loaded	N/A	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:47:46	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit filled	N/A	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:48:00	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	Constant Speed - Distance/Time Graph	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:48:04	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	What is speed?	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:48:08	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	Calculating Speed	N/A	N/A	Not has seq number yet
a6f6767e0f3833bb98283699a5cf3b54	42-b368bfe7-20180129153924	2018-02-13 15:48:13	US/Central	ATTEMPT	N/A	RESULT	N/A	N/A	N/A	0	N/A	N/A	UNGRADED	N/A	N/A	N/A	N/A	N/A			admin	N/A	N/A	N/A	admin	admin	N/A	course-v1:University+CS101+2015_T1	Motion and Speed	Speed	Graphing Motion	42	None	N/A	N/A	1b84b3d9ac694638bcce10a547d60049	unit icon clicked	Let's Practice!	N/A	N/A	Not has seq number yet
